files,seedling_id,plant_compartment,seedling_sp,soil_type,blk_pixels,area
3241_A.jpg,3241,A,P,C,34496,0.05940989659757097
3242_A.jpg,3242,A,P,C,29143,0.05019082260386743
3243_A.jpg,3243,A,P,C,14142,0.02435571537809742
3244_A.jpg,3244,A,P,C,52536,0.09047884762436192
3245_A.jpg,3245,A,P,C,22261,0.03833846556582002
3250_A.jpg,3250,A,P,C,19445,0.03348867808846729
3251_A.jpg,3251,A,P,C,11488,0.0197849284587458
3252_A.jpg,3252,A,P,C,34459,0.05934617424790405
3254_A.jpg,3254,A,P,C,13997,0.02410599265642975
3255_A.jpg,3255,A,P,C,30454,0.05244866045287646
3258_A.jpg,3258,A,P,C,25748,0.04434386646551071
3259_A.jpg,3259,A,P,C,29850,0.05140843615020563
3260_A.jpg,3260,A,P,C,46477,0.08004388230998684
3261_A.jpg,3261,A,P,C,50754,0.08740984148634964
3264_A.jpg,3264,A,P,C,35026,0.06032267620090795
3265_A.jpg,3265,A,P,C,14827,0.02553543995976881
3266_A.jpg,3266,A,P,C,40956,0.07053547440428214
3268_A.jpg,3268,A,P,C,10103,0.01739964591040293
3269_A.jpg,3269,A,P,C,18589,0.03201445291779473
3270_A.jpg,3270,A,P,C,25748,0.04434386646551071
3271_A.jpg,3271,A,P,C,11626,0.02002259560074676
3272_A.jpg,3272,A,P,C,30288,0.05216277099220865
3273_A.jpg,3273,A,P,C,15086,0.02598149640743726
3274_A.jpg,3274,A,P,C,13491,0.02323454646909294
3275_A.jpg,3275,A,P,C,41082,0.07075247483828301
3276_A.jpg,3276,A,P,C,90999,0.1567208134416269
3278_A.jpg,3278,A,P,C,29606,0.05098821308753729
3279_A.jpg,3279,A,P,C,17210,0.02963950372345189
3281_A.jpg,3281,A,P,C,14590,0.02512727247676717
3284_A.jpg,3284,A,P,C,30514,0.05255199399287687
3323_A.jpg,3323,A,P,C,21283,0.03665412886381328
3325_A.jpg,3325,A,P,C,20539,0.03537279296780816
3327_A.jpg,3327,A,P,C,8371,0.01441675105572433
3331_A.jpg,3331,A,P,C,14086,0.0242592707407637
3333_A.jpg,3333,A,P,C,17665,0.03042311640178836
3334_A.jpg,3334,A,P,C,13098,0.02255771178209023
3335_A.jpg,3335,A,P,C,32836,0.05655100199089287
3337_A.jpg,3337,A,P,C,33686,0.05801489380756539
3338_A.jpg,3338,A,P,C,46219,0.07959954808798507
3339_A.jpg,3339,A,P,C,22620,0.03895674458015583
3348_A.jpg,3348,A,P,C,20179,0.03475279172780567
3349_A.jpg,3349,A,P,C,16675,0.02871811299178154
3356_A.jpg,3356,A,P,C,15220,0.02621227464677151
3358_A.jpg,3358,A,P,C,23675,0.04077369265849643
3359_A.jpg,3359,A,P,C,24104,0.04151252746949938
3361_A.jpg,3361,A,P,C,30690,0.05285510571021142
3364_A.jpg,3364,A,P,C,89905,0.15483669856228602
3369_A.jpg,3369,A,P,C,36883,0.06352084926392075
3377_A.jpg,3377,A,P,C,33021,0.05686961373922748
3378_A.jpg,3378,A,P,C,38042,0.0655169088115954
3379_A.jpg,3379,A,P,C,25492,0.04390297669484228
3381_A.jpg,3381,A,P,C,37122,0.06393246119825573
3382_A.jpg,3382,A,P,C,31775,0.05472372055855223
3383_A.jpg,3383,A,P,C,32660,0.05624789027355832
3385_A.jpg,3385,A,P,C,33182,0.05714689207156192
3386_A.jpg,3386,A,P,C,12933,0.02227354454708909
3387_A.jpg,3387,A,P,C,17180,0.02958783695345168
3390_A.jpg,3390,A,P,C,70580,0.12155468755381955
3392_A.jpg,3392,A,P,C,17336,0.02985650415745275
3398_A.jpg,3398,A,P,C,17173,0.02957578137378497
3400_A.jpg,3400,A,P,C,22959,0.03954057908115816
3412_A.jpg,3412,A,P,C,21291,0.03666790666914667
3414_A.jpg,3414,A,P,C,21683,0.0373430191304827
3415_A.jpg,3415,A,P,C,11643,0.0200518734370802
3423_A.jpg,3423,A,P,C,24559,0.04229614014783585
3425_A.jpg,3425,A,P,C,23313,0.0401502469671606
3426_A.jpg,3426,A,P,C,21365,0.03679535136848051
3433_A.jpg,3433,A,P,C,20873,0.03594801634047712
3434_A.jpg,3434,A,P,C,23334,0.04018641370616074
3438_A.jpg,3438,A,P,C,14549,0.02505666122443356
3440_A.jpg,3440,A,P,C,28294,0.04872865301286158
3473_A.jpg,3473,A,P,C,32806,0.05649933522089266
3474_A.jpg,3474,A,P,C,20031,0.03449790232913799
3475_A.jpg,3475,A,P,C,18604,0.03204028630279482
3722_A.jpg,3722,A,P,Q,32307,0.05563994461322256
3723_A.jpg,3723,A,P,Q,40579,0.06988619532794621
3724_A.jpg,3724,A,P,Q,63171,0.10879471758943518
3725_A.jpg,3725,A,P,Q,70054,0.12064879685314926
3728_A.jpg,3728,A,P,Q,141247,0.2432592087406397
3731_A.jpg,3731,A,P,Q,76963,0.13254765398419685
3732_A.jpg,3732,A,P,Q,135960,0.2341538016409366
3734_A.jpg,3734,A,P,Q,122187,0.21043358753384173
3735_A.jpg,3735,A,P,Q,58106,0.1000716445877336
3736_A.jpg,3736,A,P,Q,78858,0.13581127162254325
3737_A.jpg,3737,A,P,Q,19586,0.03373151190746826
3738_A.jpg,3738,A,P,Q,43224,0.07444148221629776
3739_A.jpg,3739,A,P,Q,18926,0.03259484296746371
3740_A.jpg,3740,A,P,Q,30162,0.05194577055820778
3741_A.jpg,3741,A,P,Q,74183,0.12775986663084438
3742_A.jpg,3742,A,P,Q,8784,0.01512803025606051
3744_A.jpg,3744,A,P,Q,43058,0.07415559275562995
3745_A.jpg,3745,A,P,Q,72664,0.12514380584316726
3746_A.jpg,3746,A,P,Q,53477,0.09209946197670171
3748_A.jpg,3748,A,P,Q,63041,0.10857082825276762
3751_A.jpg,3751,A,P,Q,47645,0.08205544188866155
3752_A.jpg,3752,A,P,Q,74195,0.12778053333884443
3755_A.jpg,3755,A,P,Q,52646,0.090668292447696
3756_A.jpg,3756,A,P,Q,60912,0.10490420980841962
3757_A.jpg,3757,A,P,Q,35960,0.06193123497358106
3760_A.jpg,3760,A,P,Q,40657,0.07002052892994674
3764_A.jpg,3764,A,P,Q,38364,0.06607146547626429
3766_A.jpg,3766,A,P,Q,47897,0.0824894427566633
3767_A.jpg,3767,A,P,Q,50231,0.08650911746267936
3769_A.jpg,3769,A,P,Q,95646,0.1647239961146589
3771_A.jpg,3771,A,P,Q,37294,0.06422868401292359
3772_A.jpg,3772,A,P,Q,52084,0.08970040162302546
3773_A.jpg,3773,A,P,Q,42015,0.07235931138528943
3774_A.jpg,3774,A,P,Q,27726,0.047750428834191
3775_A.jpg,3775,A,P,Q,56720,0.09768463981372408
3776_A.jpg,3776,A,P,Q,56205,0.0967976935953872
3777_A.jpg,3777,A,P,Q,52632,0.09064418128836256
3778_A.jpg,3778,A,P,Q,50608,0.0871583965390153
3779_A.jpg,3779,A,P,Q,76112,0.13108203994185766
